label,area,peri,verts,circularity,solidity
CLOVER,8421.5,390.06601536273956,9,0.695541566621668,0.950293387497179
CLOVER,9252.5,417.1787132024765,9,0.6680741648318338,0.9382446889418445
PENTAGON,8738.5,366.7523070573807,5,0.8163963336583169,0.9937453801103088
CUBE,9712.5,392.72792184352875,4,0.7913294649607115,0.9945727305309507
SPHERE,6804.5,316.9533175230026,6,0.8511683742236391,0.993575235453019
SPHERE,8133.0,342.7939372062683,7,0.8697498687928624,0.9934041773543423
PENTAGON,9295.5,374.06601536273956,5,0.834807058107007,0.9929498477808043
CUBE,11563.5,425.55634891986847,4,0.8023890999454846,0.9973693289632568
SPHERE,8794.5,353.52185904979706,7,0.8842772918723724,0.9922152648502285
CLOVER,8624.0,398.5096664428711,4,0.6824029431349051,0.9488914562359025
CUBE,10254.0,402.48528122901917,4,0.7954322063119017,0.9988797428279188
PENTAGON,9143.0,367.8822498321533,6,0.8489476611333243,0.9943447525829255
CLOVER,8410.0,389.82337474823,9,0.6954567169019026,0.9501214483420889
CLOVER,7732.0,390.7939372062683,9,0.6362181793385445,0.930445246690734
CLOVER,9573.0,403.53910398483276,6,0.7387315921930063,0.977684726548537
SPHERE,9017.0,373.5634891986847,9,0.8119758028417096,0.9755490641566591
CLOVER,9579.5,405.2964633703232,6,0.7328364759147425,0.9776995305164319
PENTAGON,8461.5,362.2670258283615,5,0.8102137544006544,0.9909820226035018
SPHERE,8137.0,342.16652059555054,7,0.8733717755009689,0.995717082721488
SPHERE,8233.0,456.16652059555054,8,0.49718860153072525,0.9252641042930996
CLOVER,9854.5,429.3208485841751,7,0.6718626516493268,0.9388814786585366
PENTAGON,9308.5,374.8944424390793,5,0.8322840319603706,0.9944978632478633
CUBE,10583.5,409.899494767189,4,0.7915610430895154,0.9957661005786329
SPHERE,9046.5,376.4924215078354,9,0.8020066591650471,0.9730034955633234
PENTAGON,8986.0,369.94112491607666,5,0.8251084838984103,0.9957338356695662
CUBE,9272.0,382.48528122901917,4,0.7964414095939621,0.999299455730991
CUBE,8713.5,371.899494767189,4,0.79168300638175,0.9950893621880889
CLOVER,8488.0,408.30865597724915,9,0.6397909036721509,0.9275995847221463
CUBE,9716.0,413.3380935192108,5,0.7146386591887735,0.9734007914642088
